id,category
2727,Twitter for Good
2728,Other Google product or service
2729,Other Google product or service
2731,Other Google product or service
2732,Other Apple product or service
2735,iPad
2736,Other Google product or service
2737,Other Google product or service
2738,Android or iPhone
2739,Other Google product or service
2741,Other Google product or service
2742,iPad
2743,iPhone
2744,iPhone
2745,iPad
2746,iPad
2747,iPhone
2751,Other Google product or service
2752,Other Apple product or service
2753,Other Apple product or service
2754,Other Apple product or service
2755,Other Apple product or service
2756,iPad
2758,Other Apple product or service
2759,Other Google product or service
2760,Other Google product or service
2761,Other Apple product or service
2764,Other Google product or service
2766,iPhone
2771,None
2772,iPhone
2773,Android App
2774,iPad
2778,iPad
2780,iPad
2782,Other Apple product or service
2784,Other Google product or service
2785,iPhone App
2786,Other
2787,iPhone
2789,Other Google product or service
2790,iPhone App
2791,iPad
2794,Android App
2797,Other Google product or service
2798,iPad
2799,Other Google product or service
2800,Other Google product or service
2801,iPhone
2805,iPad
2806,Other Google product or service
2808,iPad
2809,Other Google product or service
2810,iPad
2812,Other Google product or service
2813,None
2815,iPhone
2816,Other Google product or service
2818,iPad
2819,Other Apple product or service
2821,Other Google product or service
2823,Other Google product or service
2825,Other Apple product or service
2827,Other Apple product or service
2832,None
2833,Other Google product or service
2834,Other Google product or service
2835,iPad
2836,iPhone
2837,Apple
2839,Other Apple product or service
2840,iPad
2845,Other Apple product or service
2846,Other Apple product or service
2847,Other
2849,iPad
2850,Other Apple product or service
2852,iPad
2855,Other Google product or service
2856,Other Google product or service
2861,Other Apple product or service
2862,iPhone
2864,iPhone
2867,iPhone
2873,iPad
2874,iPad
2876,iPhone App
2877,iPad
2879,Other Google product or service
2883,Android App
2884,Apple
2890,Other Apple product or service
2891,Android
2892,iPad
2893,Other Apple product or service
2894,iPad
2896,Other Google product or service
2897,None
2898,iPad
2899,Other Google product or service
2901,iPhone
2903,Apple
2905,iPhone
2906,Other Google product or service
2907,Other Google product or service
2909,Other Apple product or service
2910,Other Apple product or service
2911,Other Google product or service
2912,Other Google product or service
2913,Android App
2914,Other Apple product or service
2915,iPad
2916,iPhone
2917,Other Google product or service
2919,Other Google product or service
2920,Android
2921,Android
2922,iPad
2924,Other Apple product or service
2925,Other Google product or service
2927,Apple
2928,iPad
2930,Other Google product or service
2932,None
2933,Other Google product or service
2937,iPad App
2939,Other Google product or service
2940,Other Google product or service
2941,Other
2942,Other Apple product or service
2943,Other Google product or service
2946,iPad
2948,Other Google product or service
2949,Other Google product or service
2950,Other Google product or service
2953,iPhone
2956,Other
2957,iPad
2960,Other Google product or service
2961,Other Google product or service
2962,Android
2963,Other Apple product or service
2964,iPhone
2968,Other Google product or service
2969,Other Google product or service
2970,Other Google product or service
2971,Other Apple product or service
2974,iPad
2975,Apple
2976,Other Apple product or service
2981,None
2982,Other Google product or service
2983,Other Apple product or service
2984,iPad
2985,Other Apple product or service
2986,Other Apple product or service
2988,Other Google product or service
2990,Other Google product or service
2993,Other Android product or service
2994,Android App
2995,Android App
2997,iPhone
2998,Other Google product or service
2999,iPad
3001,iPad
3002,Other Apple product or service
3006,iPad
3009,Other Google product or service
3010,iPhone
3012,Other Apple product or service
3013,Other Google product or service
3015,Apple
3016,Other Google product or service
3017,Other Google product or service
3020,Other Google product or service
3022,iPhone
3023,iPad
3026,Other Apple product or service
3027,Other Apple product or service
3028,iPhone
3029,Other Google product or service
3034,Other
3035,None
3036,None
3037,None
3039,Other Apple product or service
3040,iPad
3041,Android App
3042,iPad
3044,iPad
3045,iPhone
3046,iPhone
3048,iPad
3051,iPad
3052,None
3053,iPhone
3054,iPad
3056,Other
3057,i
3059,Samsung
3060,None
3061,Other Google product or service
3067,Other Apple product or service
3069,Android App
3070,Other
3071,Other Google product or service
3072,iPad
3074,None
3075,Other Apple product or service
3078,iPad
3079,iPad
3080,Other Google product or service
3081,Other Apple product or service
3082,Android App
3084,Other Google product or service
3085,Other Google product or service
3089,iPhone
3092,Other Google product or service
3093,Other Google product or service
3094,Other Google product or service
3095,Other Google product or service
3097,Other Google product or service
3099,Other Google product or service
3100,Other Google product or service
3103,Other Google product or service
3109,Other Google product or service
3110,Other Google product or service
3111,Other Google product or service
3112,Other Google product or service
3113,Other Google product or service
3114,Other Google product or service
3116,Other Google product or service
3117,Other Google product or service
3118,Other Google product or service
3120,iPad
3123,Other Google product or service
3127,iPad
3128,Android
3129,iPhone
3131,iPhone
3132,Other Google product or service
3135,Apple
3136,Other Apple product or service
3137,Other Google product or service
3139,Other Google product or service
3141,Other Google product or service
3143,Other Google product or service
3144,Other Google product or service
3145,Other Google product or service
3146,Other Google product or service
3147,Other Google product or service
3148,Other Google product or service
3149,Other Google product or service
3150,Other Google product or service
3154,Other Google product or service
3155,Other Google product or service
3157,Other Google product or service
3158,Other Google product or service
3160,Other Google product or service
3162,Other Google product or service
3163,Android App
3164,Other Apple product or service
3165,iPad
3166,iPad
3167,iPhone
3174,None
3177,iPhone
3178,iPad
3179,iPad
3181,iPad
3182,iPad
3183,iPad
3184,iPad
3185,iPad
3186,Other Apple product or service
3188,Other Apple product or service
3189,iPad
3190,Android App
3193,Other Google product or service
3194,Other Apple product or service
3196,iPhone
3200,Other Google product or service
3201,iPad
3202,Other Apple product or service
3203,Other Apple product or service
3204,iPad
3208,iPhone
3209,iPhone
3210,Other Google product or service
3211,Other Apple product or service
3213,Other Apple product or service
3218,Other Apple product or service
3219,Other Google product or service
3220,iPad
3221,iPad
3222,Other Google product or service
3223,Other Apple product or service
3224,iPhone
3228,Other Google product or service
3229,Other Google product or service
3230,Other Google product or service
3231,Other Apple product or service
3232,Other Apple product or service
3233,iPad or iPhone App
3236,iPad
3237,Other Google product or service
3241,Other Google product or service
3242,Other Google product or service
3245,Other Apple product or service
3246,Android App
3248,Other Google product or service
3249,iPhone
3250,iPad
3253,iPad
3254,iPad
3255,None
3257,Other Apple Product or Service
3258,iPhone
3260,iPad
3263,Other Google product or service
3265,iPhone
3266,Other Apple product or service
3267,Other Google product or service
3268,Other Apple product or service
3269,iPhone
3272,iPhone
3273,Other
3275,Other Google product or service
3278,Other Apple product or service
3279,iPhone App
3280,iPhone
3282,iPhone
3283,Android
3286,Other Google product or service
3287,iPhone
3289,iPhone App
3290,iPad
3291,iPhone
3292,iPad
3293,Other Apple product or service
3296,iPhone
3297,iPad
3298,Other Apple product or service
3300,Other Apple product or service
3304,iPhone
3305,iPhone
3306,Android App
3307,Android App
3308,iPhone
3309,iPhone
3310,Other Apple product or service
3311,Other Google product or service
3312,iPad
3313,iPad
3314,None
3315,None
3316,Other Google product or service
3318,Other Google product or service
3319,iPad
3320,iPad
3324,iPad
3328,iPhone
3332,Other Apple product or service
3333,Other Apple product or service
3337,iPhone
3340,Other Google product or service
3341,Apple
3342,Android App
3343,Other Google product or service
3349,iPad
3351,Other Apple product or service
3353,iPhone
3354,iPhone
3355,iPhone
3358,Other
3360,iPad
3361,Other Apple product or service
3363,iPhone
3364,iPad
3365,iPhone
3370,Other Apple product or service
3371,Other Brand
3372,iPad
3373,iPhone
3377,iPhone
3379,iPad
3381,Other Google product or service
3382,Both iPhone and Android
3384,iPad
3385,Other Google product or service
3388,iPhone
3389,Other Apple product or service
3390,Other Apple product or service
3391,Other Apple product or service
3392,iPhone
3393,Other Apple product or service
3396,Android
3398,None
3399,Other Apple product or service
3401,iPad
3402,iPhone
3405,Other Google product or service
3406,iPad
3408,Other Google product or service
3409,Other Google product or service
3410,Other
3411,iPad
3412,Other Apple product or service
3413,None
3415,iPad
3416,Other Google product or service
3417,Other Google product or service
3419,iPhone
3420,Other Apple product or service
3421,iPad
3424,iPad
3425,iPhone
3426,Other Google product or service
3427,Other Google product or service
3428,Other
3430,Android
3433,None
3434,None
3435,iPhone
3436,iPad
3437,Other Google product or service
3439,iPad
3440,Other Apple product or service
3441,Other Google product or service
3443,iPad
3445,iPad
3448,iPhone App
3449,Other Google product or service
3453,Other Apple product or service
3454,Android
3455,Other Apple product or service
3456,Other Google product or service
3458,Other Apple product or service
3460,Other
3462,Other Google product or service
3464,Foursquare
3466,Android
3467,iPad
3468,Other Apple product or service
3469,Other Google product or service
3470,iPhone
3473,None
3475,iPhone
3476,iPad
3477,iPhone
3478,None
3479,iPhone
3480,iPhone
3481,iPhone
3482,Other Apple product or service
3483,Other Apple product or service
3485,iPad
3486,iPad
3487,iPad
3488,Other Apple product or service
3489,iPhone
3490,iPad
3492,iPad
3493,iPad
3495,Other Apple product or service
3496,iPhone
3497,iPhone
3498,iPhone
3499,iPad
3500,iPad
3501,iPad
3502,Other Apple product or service
3503,iPhone
3505,Apple
3506,iPad
3507,Other Apple product or service
3508,iPad
3509,iPhone
3510,Other Google product or service
3511,iPad
3512,Other Google product or service
3516,iPhone
3520,Other Apple product or service
3522,iPad
3523,None
3524,Other Apple product or service
3525,iPad
3526,iPad
3527,Other Apple product or service
3528,Other Apple product or service
3530,iPhone
3531,iPad
3533,Other Google product or service
3534,Other Mobile Platforms
3537,iPad
3546,iPhone
3547,iPad
3548,None
3550,Google
3551,Other
3552,Apple
3553,iPad or iPhone App
3559,Other Location-Based Apps
3560,Other Google product or service
3561,Other Google product or service
3563,None
3564,iPhone
3565,Android
3566,iPhone
3568,Other Apple product or service
3570,Other Google product or service
3571,Other Google product or service
3572,Other Apple product or service
3573,iPhone
3574,iPad
3575,iPad
3576,iPhone App
3578,iPad
3579,Other Google product or service
3582,Other Google product or service
3583,Other
3584,iPhone
3587,iPad or iPhone App
3590,iPad
3591,iPad
3593,iPad
3594,iPad
3595,iPad
3596,iPad
3598,iPad
3603,iPad
3606,iPad
3607,iPad
3608,iPad
3610,iPad
3612,iPad
3613,iPhone
3616,iPhone
3617,iPhone
3618,iPhone
3621,None
3622,Other Google product or service
3623,Other Google product or service
3625,iPad
3626,iPad
3627,None
3628,iPad
3629,Other Google product or service
3630,Android App
3632,Apple
3633,iPad
3635,Other Platform
3636,Other
3637,iPad
3639,Other Google product or service
3640,None
3641,iPhone App
3647,Other Google product or service
3649,None
3650,Android
3651,Other Google product or service
3652,Other Google product or service
3653,Other Google product or service
3655,Apple
3656,Other Apple product or service
3657,iPad
3658,Other Apple product or service
3662,Other Google product or service
3667,iPad
3668,Other Google product or service
3669,Other Product
3670,Other Apple product or service
3672,iPad
3673,Apple
3674,iPad
3676,Other Google product or service
3677,iPad
3678,iPhone
3680,Android
3681,Other Apple product or service
3687, iPad
3690,None
3692,iPhone
3693,Other
3695,None
3696,iPad
3697,Other Google product or service
3698,Other Apple product or service
3699,Other Google product or service
3700,Other Google product or service
3705,Android App
3706,Other Google product or service
3709,Other Apple product or service
3710,iPad
3712,Other
3713,Other Google product or service
3716,iPad
3718,Other Google product or service
3721,Other Google product or service
3722,None
3724,Other Apple product or service
3726,Other Google product or service
3733,Other
3735,Other product or service
3737,Other Apple product or service
3738,Other Apple product or service
3739,Other Apple product or service
3740,Other Apple product or service
3743,None
3746,iPad
3747,iPad
3749,Other Google product or service
3754,None
3757,iPad
3760,Other Google product or service
3761,None
3765,Other Google product or service
3766,Apple
3769,Other Google product or service
3770,Other Apple product or service
3771,iPhone
3774,iPad
3778,None
3780,iPhone
3781,Other Google product or service
3783,Other Apple product or service
3785,iPad
3788,iPhone
3789,iPhone or iPad App
3790,iPad
3792,None
3793,iPhone
3794,iPad
3795,Other Apple product or service
3796,Other Google product or service
3797,Other Google product or service
3798,Other Google product or service
3799,iPhone App
3800,iPhone
3801,Other Google product or service
3803,Other Google product or service
3808,Other Apple product or service
3809,Other Google product or service
3810,Other Google product or service
3813,iPad
3814,Other Google product or service
3817,Apple
3818,Other
3819,Other Apple product or service
3821,iPhone
3822,Other Google product or service
3823,iPad
3827,iPhone
3828,Other Google product or service
3829,None
3830,Apple
3833,iPad or iPhone App
3837,iPad
3841,iPad
3844,Android
3846,Other Google product or service
3847,Other Google product or service
3848,Other Google product or service
3849,Other Google product or service
3850,Other Google product or service
3853,Other Apple product or service
3855,Other Google product or service
3861,iPad
3865,iPad
3866,Other Google product or service
3867,Other Google product or service
3868,Other Google product or service
3869,Other Google product or service
3870,Other Google product or service
3871,Other Apple product or service
3873,Other Apple product or service
3878,None
3879,Other Apple product or service
3881,Other Apple product or service
3884,Other Google product or service
3885,Other Google product or service
3888,iPad
3891,Other Apple product or service
3898,iPad
3901,iPad
3903,None
3904,iPad
3906,iPhone
3907,Other Apple product or service
3908,iPad
3913,Other Apple product or service
3918,None
3920,Apple
3921,Apple
3922,iPad
3923,Apple
3924,Apple
3927,Other Apple product or service
3928,Other Apple product or service
3929,Other Google product or service
3930,Google
3931,None
3932,iPad
3933,iPhone
3934,iPad
3937,Other Apple product or service
3938,Android App
3939,iPad
3941,Other Google product or service
3942,Other Google product or service
3946,Other Google product or service
3947,Other Google product or service
3948,Other Google product or service
3950,Other Google product or service
3951,Other Google product or service
3956,Other Google product or service
3958,iPhone
3960,iPad App
3961,Nokia
3963,None
3965,Other Google product or service
3968,Other Google product or service
3971,Other Apple product or service
3973,iPhone
3977,iPhone
3978,Other Google product or service
3985,Other Apple product or service
3986,Other Brand or Product
3987,iPad
3988,Other Apple product or service
3989,iPhone or Android
3990,iPad
3999,Other Google product or service
4001,iPhone
4002,iPhone
4004,Other Google product or service
4005,iPhone
4006,iPad
4007,iPad
4008,IPad
4009,iPhone
4012,Other Google product or service
4013,Other Apple product or service
4014,None
4015,Other Google product or service
4016,Other Google product or service
4017,iPad
4018,Other Google product or service
4020,Other Google product or service
4021,Other Google product or service
4022,Other Google product or service
4023,Other Google product or service
4024,Other Google product or service
4025,Other Google product or service
4026,Other Google product or service
4027,Other Google product or service
4030,Other Google product or service
4032,Other Google product or service
4033,Other Google product or service
4035,Other Google product or service
4037,None
4038,iPhone
4039,iPhone
4041,iPad
4042,iPad
4044,iPad
4045,iPad
4047,iPad
4048,iPad
4049,Other Apple product or service
4050,iPad
4053,iPad
4054,Other Apple product or service
4055,Other Google product or service
4056,iPad
4059,Other Apple product or service
4060,iPad
4062,Other Google product or service
4065,iPhone
4070,Apple
4071,iPad
4073,iPad
4074,iPad
4081,Android
4082,iPad
4083,iPad
4085,Other Google product or service
4088,iPad
4090,iPhone
4091,Other Google product or service
4093,Other Google product or service
4094,iPhone
4095,Other brand or product (not listed)
4096,iPhone
4097,Other Google product or service
4098,Other Google product or service
4099,iPhone
4101,Other Google product or service
4102,Other Apple product or service
4103,Other Apple product or service
4104,iPad
4105,Other Google product or service
4106,iPad
4108,iPad
4109,Other Google product or service
4110,Other Google product or service
4111,iPad
4112,Other Google product or service
4114,Other
4115,Other Google product or service
4121,Android
4122,Other Google product or service
4123,iPad
4124,Other Google product or service
4127,iPad
4129,iPad
4130,Other Apple product or service
4134,Other Apple product or service
4136,iPhone
4139,Other Apple product or service
4142,Other brand
4144,iPad
4145,Other Google product or service
4146,None
4148,Other Google product or service
4149,iPhone
4150,iPad
4151,iPhone App
4152,iPhone iPad or iPhone App
4153,Other Apple product or service
4154,Other Apple product or service
4156,None
4157,iPhone
4160,iPhone
4161,Other Apple product or service
4162,iPad
4163,iPad
4164,Other Google product or service
4165,Other Google product or service
4166,Other Google product or service
4169,Other Apple product or service
4171,iPad
4177,iPhone
4182,Other Google product or service
4183,Other Google product or service
4185,None
4186,Other Google product or service
4187,iPhone
4192,iPhone
4197,iPhone
4198,Other Apple product or service
4202,Other Google product or service
4204,iPhone
4206,iPhone
4207,iPhone or Android
4208,iPhone
4210,Other Google product or service
4211,Other Google product or service
4213,Other Google product or service
4215,iPhone
4217,Other Apple product or service
4218,iPad
4219,iPhone
4220,iPad
4221,Other Apple product or service
4222,Other Google product or service
4227,iPad
4230,iPad
4231,None
4234,Other Google product or service
4235,iPhone
4236,Other Google product or service
4237,Other Apple product or service
4238,Other Google product or service
4239,Other Apple product or service
4242,iPhone
4245,Android App
4248,Other Apple Product or Service
4253,iPad
4254,iPad
4256,Android
4259,Android
4260,Other
4261,iPad
4262,iPad
4266,Other
4268,iPhone
4269,iPhone
4270,iPad
4271,iPhone
4272,Other Google product or service
4273,Other Google product or service
4275,IPad
4276,Other Apple product or service
4277,Other Apple product or service
4280,iPad
4281,Other Google product or service
4283,iPad
4284,Other Apple product or service
4285,Other Apple product or service
4286,Other Apple product or service
4287,iPhone
4291,Android
4292,iPad
4294,iPhone
4295,Apple
4296,iPhone
4298,Other Apple product or service
4299,iPad
4300,None
4301,iPad
4302,iPhone
4304,iPhone
4305,iPad
4309,iPhone
4310,iPad App
4312,iPad App
4313,iPad App
4314,iPad App
4318,Other Google product or service
4319,iPad
4320,Android
4322,None
4324,iPad
4328,Other Apple product or service
4329,Apple
4330,Android
4332,Other Google product or service
4334,Other Google product or service
4335,Other Apple product or service
4336,iPhone
4338,Other Google product or service
4342,Other Google product or service
4343,None
4344,None
4345,iPad
4346,iPad
4347,Other Google product or service
4349,Other Google product or service
4351,None
4352,Other Google product or service
4353,Other Google product or service
4354,iPad
4355,iPhone
4361,iPhone
4363,Other Apple product or service
4365,Other Google product or service
4367,iPhone
4368,Other Google product or service
4369,Other Google product or service
4370,Other Google product or service
4371,Other Google product or service
4373,iPad
4374,iPad
4375,iPad
4376,Android App
4382,Other Google product or service
4384,Other Google product or service
4385,Other Apple product or service
4386,Other Apple product or service
4389,iPad
4392,Other Apple product or service
4394,Apple
4395,Other Apple product or service
4397,Other Apple product or service
4398,Other Apple product or service
4400,Other Apple product or service
4401,Apple
4402,iPad
4403,Other Apple product or service
4404,iPhone
4406,Android
4408,Other Apple product or service
4409,Other Google product or service
4410,iPad
4412,Android App
4413,Other Google product or service
4414,Other Apple product or service
4415,Other Google product or service
4419,Other Apple product or service
4421,iPhone
4422,iPhone
4423,iPhone
4424,Other Apple product or service
4425,iPad
4426,Other Apple product or service
4429,Other Google product or service
4430,iPad
4432,Other Google product or service
4433,iPhone
4434,Other Apple product or service
4435,Other Apple product or service
4436,Apple
4437,iPhone
4438,Other Google product or service
4441,Other Google product or service
4445,Other Google product or service
4447,Other
4451,iPhone
4454,Other Apple product or service
4456,Other Apple product or service
4457,Other Apple product or service
4458,iPad
4461,Other Apple product or service
4462,iPhone
4464,Other Apple product or service
4469,Other Google product or service
4470,Other
4471,Other Google product or service
4472,Other Apple product or service
4473,iPad
4474,iPad App
4478,iPad
4482,Other Google product or service
4483,Other Google product or service
4485,Other Google product or service
4486,iPhone
4487,Other Apple product or service
4488,Other Google product or service
4489,Other Google product or service
4490,Other Google product or service
4491,Other Google product or service
4495,None
4496,iPad
4497,Other Apple product or service
4500,Other
4501,Other Google product or service
4502,Other Google product or service
4503,Other Google product or service
4504,Other Google product or service
4505,Other Google product or service
4507,iPhone
4508,Other Google product or service
4509,Other Google product or service
4510,iPad
4511,Other Google product or service
4515,Other Google product or service
4516,iPhone App
4517,iPhone
4518,iPhone
4519,iPhone
4522,Other Google product or service
4524,Other Google product or service
4526,Other Apple product or service
4527,None
4532,Other Google product or service
4533,iPhone
4535,iPad
4536,Other Apple product or service
4537,Other
4538,iPad
4540,Other Google product or service
4543,Other Google product or service
4545,iPhone
4546,Other Google product or service
4547,None
4550,iPad App
4552,Android
4557,Other Google product or service
4558,Other Google product or service
4561,Other Apple product or service
4562,Other
4563,Other Google product or service
4564,iPad
4568,Other Google product or service
4572,iPad
4574,Other Google product or service
4576,Other Google product or service
4577,Other Apple product or service
4580,Other Google product or service
4581,Other Google product or service
4582,Other Google product or service
4583,Other Google product or service
4584,Other Google product or service
4585,Other Google product or service
4586,Other Google product or service
4587,Other
4588,Apple
4591,iPad
4598,Other Google product or service
4600,Other Apple product or service
4602,iPad
4603,iPad
4604,iPhone
4607,Other Apple product or service
4608,Other Google product or service
4614,Other Google product or service
4615,Other Google product or service
4616,iPhone
4619,Other Apple product or service
4622,Other Google product or service
4625,Other Apple product or service
4626,Other Google product or service
4627,Other Apple product or service
4628,Other Google product or service
4629,Other
4631,Other Apple product or service
4633,Android App
4634,iPhone
4635,iPad
4637,iPhone
4638,None
4639,None
4640,None
4641,Other App
4642,Other Apple product or service
4643,Other Google product or service
4644,Other Apple product or service
4647,Other
4649,Android
4650,Other Google product or service
4651,Other Google product or service
4652,Other Google product or service
4655,Other Google product or service
4656,Other Google product or service
4657,Other Google product or service
4658,Other Google product or service
4659,Other Google product or service
4660,Other Google product or service
4661,Other Google product or service
4662,Other Google product or service
4664,Other Google product or service
4665,Other Google product or service
4667,Other Google product or service
4669,Other Google product or service
4670,Other Google product or service
4671,Other Google product or service
4672,Other Google product or service
4673,Other Google product or service
4674,Other Google product or service
4677,Other Google product or service
4679,Other Google product or service
4680,Other Google product or service
4682,Other Google product or service
4683,Other Google product or service
4684,Other Apple product or service
4686,Other Google product or service
4687,Other Google product or service
4690,None
4691,Android
4694,Android
4695,Other Google product or service
4696,Android
4698,iPad
4699,iPad
4701,Other Apple product or service
4702,iPad
4705,None
4706,Other Google product or service
4707,Other Google product or service
4708,Other Google product or service
4711,iPad
4712,iPad
4714,iPhone
4715,Other
4716,Other Google product or service
4717,Other Google product or service
4718,Other Google product or service
4719,iPad
4720,Android
4721,Other Google product or service
4722,iPad
4723,iPad
4725,None
4726,None
4727,Other Google product or service
4728,iPhone
4730,Android
4731,Other Google product or service
4733,Other Google product or service
4734,None
4736,Other Apple product or service
4737,Other Google product or service
4738,Other Google product or service
4739,Other Google product or service
4740,Other Google product or service
4741,Other Google product or service
4742,Other Apple product or service
4745,Other Google product or service
4746,Other
4747,Other
4748,Other
4750,Other Google product or service
4752,iPhone
4753,Apple
4754,iPad
4756,Other Google product or service
4757,Other Google product or service
4758,Other Google product or service
4759,Other Google product or service
4761,Android Developer
4762,None
4763,Other Apple product or service
4765,iPad
4766,Other Google product or service
4770,Other
4774,iPad
4775,Other Apple product or service
4776,Other Google product or service
4777,Other Google product or service
4778,iPad
4779,iPad
4781,Other Google product or service
4783,Other Google product or service
4784,Other Apple product or service
4787,iPhone
4788,Other Google product or service
4789,Android App
4790,Other Google product or service
4791,Other Google product or service
4793,iPad
4794,Nokia
4795,Samsung
4796,Other Apple product or service
4797,iPad
4798,Other Google product or service
4799,Other Google product or service
4801,iPhone
4803,iPad
4804,Other Apple product or service
4807,Other Google product or service
4808,Other Google product or service
4809,Other Google product or service
4810,Other Apple product or service
4811,Other Google product or service
4812,Other Brand
4813,Apple
4814,Other
4815,Other Google product or service
4817,Other Apple product or service
4820,iPad
4821,Other
4822,iPhone
4823,Other Google product or service
4825,iPad
4828,Other Google product or service
4829,iPad
4830,Apple
4831,Other Google product or service
4834,Other Google product or service
4835,Other Google product or service
4836,Other Apple product or service
4837,iPad
4838,Other
4841,Other Google product or service
4842,Other Google product or service
4843,Other Google product or service
4846,iPad
4847,iPad
4848,iPad App
4849,iPad
4850,Other Google product or service
4855,None
4856,Other Google product or service
4858,Other Apple product or service
4859,Other Google product or service
4860,Android App
4861,iPhone App
4862,iPad
4863,iPad
4864,None
4866,iPad
4868,None
4869,iPad
4870,iPad
4872,Other Google product or service
4873,Apple
4876,Other Apple product or service
4879,Other Google product or service
4880,None
4881,iPad
4882,Other Google product or service
4883,Other Google product or service
4885,Other Google product or service
4896,Other Google product or service
4899,Other Google product or service
4901,Other Google product or service
4906,iPad
4907,Other Google product or service
4908,Android App
4909,Android App
4910,Other Apple product or service
4911,Other Apple product or service
4912,iPad
4913,Other Apple product or service
4915,Other Apple product or service
4916,iPad
4918,Other Apple product or service
4921,iPad
4922,Other Apple product or service
4923,iPhone
4924,None
4925,Other Google product or service
4927,None
4928,Other Google product or service
4930,Other Google product or service
4931,Other Google product or service
4932,Other Google product or service
4933,Other Google product or service
4934,Other Google product or service
4935,Other Google product or service
4936,Other Google product or service
4937,Other Google product or service
4938,Other Google product or service
4939,Other Google product or service
4940,Other App
4943,iPad
4944,Android
4945,Other Google product or service
4947,Other Google product or service
4948,iPhone
4950,Other Android product or service
4951,Other
4953,Other Google product or service
4954,Other Google product or service
4955,iPad
4956,Other Google product or service
4957,Other Google product or service
4958,Other Google product or service
4959,Other Google product or service
4960,Other Google product or service
4961,iPad
4963,None
4965,iPad
4966,iPad
4967,Other Apple product or service
4969,Other Apple product or service
4973,Other Apple product or service
4974,Other Google product or service
4975,iPhone
4976,Other Google product or service
4977,Other Google product or service
4979,Other Apple product or service
4980,Other Google product or service
4982,Other Apple product or service
4983,iPad
4984,iPad
4985,iPhone
4986,iPad or iPhone App
4988,Other Google product or service
4989,Other Google product or service
4990,Other Google product or service
4991,Other Google product or service
4992,Other Google product or service
4995,Android App
4996,Android App
4997,None
4998,Other Google product or service
5001,iPhone
5002,Other Google product or service
5003,Other Google product or service
5004,None
5006,iPhone
5007,iPad
5011,iPhone
5012,iPhone
5013,iPad
5015,iPad
5016,Other Google product or service
5017,Other Apple product or service
5019,iPad
5021,None
5022,Android
5024,None
5025,None
5026,Other Apple product or service
5027,None
5029,Other Google product or service
5030,None
5031,None
5032,Other Apple product or service
5033,Other
5034,Other
5035,None
5036,Other Apple product or service
5037,Other Apple product or service
5038,Other Google product or service
5039,Android
5040,Other Google product or service
5041,Other Google product or service
5042,Other App
5043,Other Google product or service
5045,Other Google product or service
5046,Other
5048,Other Apple product or service
5049,Other Google product or service
5050,Apple
5051,None
5052,Android or iPhone App
5053,Android
5055,iPhone
5056,iPhone
5058,iPad
5059,iPhone
5062,Other Google product or service
5063,Other Google product or service
5066,Other Google product or service
5068,Other Google product or service
5069,iPad
5070,Other
5071,Other
5074,Other Google product or service
5077,Android App
5079,Android
5080,iPad
5083,None
5084,Other Google product or service
5085,iPad
5086,iPad
5087,Other Apple product or service
5088,iPhone
5089,iPad
5090,Other Apple product or service
5091,Other Apple product or service
5093,iPad
5094,iPad
5095,Other Google product or service
5097,Apple
5098,Other Apple product or service
5099,Other Apple product or service
5100,Other Apple product or service
5102,iPad
5103,Other Apple product or service
5104,Apple
5105,iPad
5108,iPad
5109,Other Apple product or service
5110,Other Apple product or service
5111,Other Apple product or service
5112,Other Apple product or service
5114,Other Apple product or service
5115,Other Apple product or service
5116,Other Apple product or service
5117,iPad
5118,Other Apple product or service
5119,iPad
5120,iPad
5121,iPad
5122,iPad
5126,Other Apple product or service
5130,Other Apple product or service
5131,Other Apple product or service
5133,Other Apple product or service
5135,iPad
5136,iPad
5138,iPad
5139,Other Apple product or service
5142,Other Apple product or service
5144,iPad
5145,iPad
5146,Other Apple product or service
5147,Other Apple product or service
5148,iPad
5149,iPad
5150,Other Apple product or service
5152,iPad
5153,iPad
5154,iPad
5156,Apple
5158,Other Apple product or service
5159,Other Apple product or service
5160,Other Apple product or service
5161,Other Apple product or service
5162,Other Apple product or service
5164,Other Apple product or service
5166,iPad
5167,Apple
5170,Android
5171,Other Apple product or service
5172,Other Apple product or service
5174,Other Apple product or service
5175,Other Apple product or service
5176,Other
5177,iPhone
5181,iPad
5182,Other Apple product or service
5183,Mac
5186,iPad App
5187,Other Google product or service
5188,iPhone App
5191,Apple
5193,None
5194,iPad
5195,Other Apple product or service
5196,Other Apple product or service
5197,iPhone
5198,Other
5199,iPad
5200,Android App
5201,Android App
5204,Apple
5206,Apple
5207,iPad
5208,Other Apple product or service
5209,iPad
5210,Other Google product or service
5211,iPad
5212,iPhone
5213,Other Google product or service
5214,Other
5219,None
5222,iPad
5224,iPad
5225,None
5226,Other Google product or service
5232,iPad
5233,iPhone
5234,Other Google product or service
5236,iPhone
5238,None
5239,iPad
5240,iPad
5241,iPad
5242,iPad
5243,iPad
5247,iPad
5248,iPad
5250,Other Google product or service
5251,iPad
5253,iPad
5255,iPhone
5256,iPad
5260,None
5261,Android
5262,Other Apple product or service
5263,Other Google product or service
5264,Other Google product or service
5265,iPhone
5266,iPhone
5267,iPhone
5268,iPhone
5269,Other Google product or service
5270,Other Apple product or service
5271,Other Apple product or service
5275,Android App
5276,Android App
5277,iPad
5278,iPad
5279,Other Google product or service
